Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,Malignant Neoplasm of the Breast,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم ,Malignant Neoplasm of the Cervix Uteri,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,Other Malignant Neoplasm,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,Other Malignant Neoplasm,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,سرطان الدم,Leukaemia,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,سرطان الدم,Leukaemia,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,سرطان الدم,Leukaemia,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,سرطان الدم,Leukaemia,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,داء السكري,Diabetes Mellitus,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,داء السكري,Diabetes Mellitus,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,داء السكري,Diabetes Mellitus,غیر مواطن,Non-Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,داء السكري,Diabetes Mellitus,جملة,Total,جملة,Total,2,,,,,,
2008,الغربیـــــــــه,Western Region,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الھزال الغذائي,Nutritional Marasmus,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الھزال الغذائي,Nutritional Marasmus,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الھزال الغذائي,Nutritional Marasmus,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,Other Protein-Calorie Malnutrition,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,فقر الدم,Anaemia,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,فقر الدم,Anaemia,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,فقر الدم,Anaemia,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,فقر الدم,Anaemia,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,Mental Disorders,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,Mental Disorders,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,Mental Disorders,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,Diseases of the Nervous System,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,Diseases of the Nervous System,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب سحائي,Meningitis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب سحائي,Meningitis,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب سحائي,Meningitis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب سحائي,Meningitis,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,مواطن,Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,مواطن,Citizen,ا,F,2,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,Diseases of the Circulatory System,جملة,Total,جملة,Total,6,,,,,,
2008,الغربیـــــــــه,Western Region,الحمى الروماتیزمیة ,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الحمى الروماتیزمیة ,Acute Rheumatic Fever,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الحمى الروماتیزمیة ,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الحمى الروماتیزمیة ,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الحمى الروماتیزمیة ,Acute Rheumatic Fever,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب المزمنة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,Hypertensive Disease,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,Hypertensive Disease,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,Ischaemic Heart Disease,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,5,,,,,,
2008,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,Ischaemic Heart Disease,جملة,Total,جملة,Total,6,,,,,,
2008,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,6,,,,,,
2008,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,مواطن,Citizen,ا,F,4,,,,,,
2008,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,27,,,,,,
2008,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,جملة,Total,جملة,Total,37,,,,,,
2008,الغربیـــــــــه,Western Region,امراض اوعیه المخ ,Cerebrovascular Disease,مواطن,Citizen,ذ,M,1,,,,,,
2008,الغربیـــــــــه,Western Region,امراض اوعیه المخ ,Cerebrovascular Disease,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض اوعیه المخ ,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,امراض اوعیه المخ ,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض اوعیه المخ ,Cerebrovascular Disease,جملة,Total,جملة,Total,3,,,,,,
2008,الغربیـــــــــه,Western Region,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,تصلب الشرايین,Atherosclerosis,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,تصلب الشرايین,Atherosclerosis,جملة,Total,جملة,Total,1,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب الاخرى,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض القلب الاخرى,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب رئوي,Pneumonia,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب رئوي,Pneumonia,مواطن,Citizen,ا,F,2,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب رئوي,Pneumonia,جملة,Total,جملة,Total,2,,,,,,
2008,الغربیـــــــــه,Western Region,الانفلونزا,Influenza,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الانفلونزا,Influenza,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الانفلونزا,Influenza,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الانفلونزا,Influenza,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الانفلونزا,Influenza,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,امراض جھاز تنفسى اخرى,Other Respiratory Diseases,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الزائدة الدودية ,Appendicitis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الزائدة الدودية ,Appendicitis,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الزائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الزائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الزائدة الدودية ,Appendicitis,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ذ,M,1,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,جملة,Total,جملة,Total,2,,,,,,
2008,الغربیـــــــــه,Western Region,تضخم البروستاتا,Hyperplasia of the Prostate,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,تضخم البروستاتا,Hyperplasia of the Prostate,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,تضخم البروستاتا,Hyperplasia of the Prostate,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاجھاض,Abortion,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاجھاض,Abortion,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاجھاض,Abortion,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,العیوب الخلقیة,Congenital Anomalies,مواطن,Citizen,ذ,M,1,,,,,,
2008,الغربیـــــــــه,Western Region,العیوب الخلقیة,Congenital Anomalies,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,العیوب الخلقیة,Congenital Anomalies,جملة,Total,جملة,Total,2,,,,,,
2008,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوال الولادة,Certain Conditions Originating in the Perinatal Period,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,Birth Trauma,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,Birth Trauma,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,Birth Trauma,جملة,Total,جملة,Total,0,,,,,,
2008,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ذ,M,3,,,,,,
2008,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ا,F,2,,,,,,
2008,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ذ,M,5,,,,,,
2008,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",جملة,Total,جملة,Total,11,,,,,,
2008,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,Injuries and Poisonings,مواطن,Citizen,ذ,M,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,Injuries and Poisonings,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,Injuries and Poisonings,غیر مواطن,Non-Citizen,ذ,M,6,,,,,,
2008,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,Injuries and Poisonings,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,Injuries and Poisonings,جملة,Total,جملة,Total,6,,,,,,
2008,الغربیـــــــــه,Western Region,الكسور,Fractures,مواطن,Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,الكسور,Fractures,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الكسور,Fractures,غیر مواطن,Non-Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,الكسور,Fractures,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,الكسور,Fractures,جملة,Total,جملة,Total,4,,,,,,
2008,الغربیـــــــــه,Western Region,الاصابات داخل الجمجمة و الاصابات الداخلیة,Intracranial and Internal Injuries including Nerve Related Injuries,مواطن,Citizen,ذ,M,16,,,,,,
2008,الغربیـــــــــه,Western Region,الاصابات داخل الجمجمة و الاصابات الداخلیة,Intracranial and Internal Injuries including Nerve Related Injuries,مواطن,Citizen,ا,F,1,,,,,,
2008,الغربیـــــــــه,Western Region,الاصابات داخل الجمجمة و الاصابات الداخلیة,Intracranial and Internal Injuries including Nerve Related Injuries,غیر مواطن,Non-Citizen,ذ,M,51,,,,,,
2008,الغربیـــــــــه,Western Region,الاصابات داخل الجمجمة و الاصابات الداخلیة,Intracranial and Internal Injuries including Nerve Related Injuries,غیر مواطن,Non-Citizen,ا,F,3,,,,,,
2008,الغربیـــــــــه,Western Region,الاصابات داخل الجمجمة و الاصابات الداخلیة,Intracranial and Internal Injuries including Nerve Related Injuries,جملة,Total,جملة,Total,71,,,,,,
2008,الغربیـــــــــه,Western Region,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Effects of Foreign Body Entering Through Orifice,مواطن,Citizen,ذ,M,2,,,,,,
2008,الغربیـــــــــه,Western Region,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Effects of Foreign Body Entering Through Orifice,مواطن,Citizen,ا,F,0,,,,,,
2008,الغربیـــــــــه,Western Region,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Effects of Foreign Body Entering Through Orifice,غیر مواطن,Non-Citizen,ذ,M,1,,,,,,
2008,الغربیـــــــــه,Western Region,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Effects of Foreign Body Entering Through Orifice,غیر مواطن,Non-Citizen,ا,F,0,,,,,,
