Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Nationality_AR,Cause_of_Death_EN,Nationality_EN,Sex_AR,Sex_EN,Value,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,غیر مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Non-Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,غیر مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,جملة,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,مواطن,Malignant Neoplasm of the Breast,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,مواطن,Malignant Neoplasm of the Breast,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,غیر مواطن,Malignant Neoplasm of the Breast,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,غیر مواطن,Malignant Neoplasm of the Breast,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بالثدي,جملة,Malignant Neoplasm of the Breast,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم,مواطن,Malignant Neoplasm of the Cervix Uteri,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم,مواطن,Malignant Neoplasm of the Cervix Uteri,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم,غیر مواطن,Malignant Neoplasm of the Cervix Uteri,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم,غیر مواطن,Malignant Neoplasm of the Cervix Uteri,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ورم خبیث بعنق الرحم,جملة,Malignant Neoplasm of the Cervix Uteri,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,مواطن,Other Malignant Neoplasm,Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,مواطن,Other Malignant Neoplasm,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,غیر مواطن,Other Malignant Neoplasm,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,غیر مواطن,Other Malignant Neoplasm,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اورام خبیثة اخرى,جملة,Other Malignant Neoplasm,Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,سرطان الدم,مواطن,Leukaemia,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,سرطان الدم,مواطن,Leukaemia,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,سرطان الدم,غیر مواطن,Leukaemia,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,سرطان الدم,غیر مواطن,Leukaemia,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,سرطان الدم,جملة,Leukaemia,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,داء السكري,مواطن,Diabetes Mellitus,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,داء السكري,مواطن,Diabetes Mellitus,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,داء السكري,غیر مواطن,Diabetes Mellitus,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,داء السكري,غیر مواطن,Diabetes Mellitus,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,داء السكري,جملة,Diabetes Mellitus,Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الھزال الغذائي,مواطن,Nutritional Marasmus,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الھزال الغذائي,مواطن,Nutritional Marasmus,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الھزال الغذائي,غیر مواطن,Nutritional Marasmus,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الھزال الغذائي,غیر مواطن,Nutritional Marasmus,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الھزال الغذائي,جملة,Nutritional Marasmus,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,مواطن,Other Protein-Calorie Malnutrition,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,مواطن,Other Protein-Calorie Malnutrition,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,غیر مواطن,Other Protein-Calorie Malnutrition,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,غیر مواطن,Other Protein-Calorie Malnutrition,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انواع اخرى من سوء التغذية,جملة,Other Protein-Calorie Malnutrition,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,فقر الدم,مواطن,Anaemia,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,فقر الدم,مواطن,Anaemia,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,فقر الدم,غیر مواطن,Anaemia,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,فقر الدم,غیر مواطن,Anaemia,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,فقر الدم,جملة,Anaemia,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,مواطن,Mental Disorders,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,مواطن,Mental Disorders,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,غیر مواطن,Mental Disorders,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,غیر مواطن,Mental Disorders,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاضطرابات العقلیة,جملة,Mental Disorders,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,مواطن,Diseases of the Nervous System,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,مواطن,Diseases of the Nervous System,Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,غیر مواطن,Diseases of the Nervous System,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,غیر مواطن,Diseases of the Nervous System,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز العصبي,جملة,Diseases of the Nervous System,Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب سحائي,مواطن,Meningitis,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب سحائي,مواطن,Meningitis,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب سحائي,غیر مواطن,Meningitis,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب سحائي,غیر مواطن,Meningitis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب سحائي,جملة,Meningitis,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,مواطن,Diseases of the Circulatory System,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,مواطن,Diseases of the Circulatory System,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,غیر مواطن,Diseases of the Circulatory System,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,غیر مواطن,Diseases of the Circulatory System,Non-Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض الجھاز الدوري الاخرى,جملة,Diseases of the Circulatory System,Total,جملة,Total,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حمى روماتیزمیة حادة,مواطن,Acute Rheumatic Fever,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حمى روماتیزمیة حادة,مواطن,Acute Rheumatic Fever,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حمى روماتیزمیة حادة,غیر مواطن,Acute Rheumatic Fever,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حمى روماتیزمیة حادة,غیر مواطن,Acute Rheumatic Fever,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حمى روماتیزمیة حادة,جملة,Acute Rheumatic Fever,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض قلب روماتیزمیة مزمنة,مواطن,Chronic Rheumatic Heart Diseases,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض قلب روماتیزمیة مزمنة,مواطن,Chronic Rheumatic Heart Diseases,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض قلب روماتیزمیة مزمنة,غیر مواطن,Chronic Rheumatic Heart Diseases,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض قلب روماتیزمیة مزمنة,غیر مواطن,Chronic Rheumatic Heart Diseases,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض قلب روماتیزمیة مزمنة,جملة,Chronic Rheumatic Heart Diseases,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,مواطن,Hypertensive Disease,Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,مواطن,Hypertensive Disease,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,غیر مواطن,Hypertensive Disease,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,غیر مواطن,Hypertensive Disease,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,ارتفاع ضغط الدم,جملة,Hypertensive Disease,Total,جملة,Total,3,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,مواطن,Ischaemic Heart Disease,Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,مواطن,Ischaemic Heart Disease,Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,غیر مواطن,Ischaemic Heart Disease,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,غیر مواطن,Ischaemic Heart Disease,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض القلب الاسكیمى,جملة,Ischaemic Heart Disease,Total,جملة,Total,4,,,,,,,,,
2002,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,مواطن,Acute Myocardial Infarction,Citizen,ذ,M,7,,,,,,,,,
2002,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,مواطن,Acute Myocardial Infarction,Citizen,ا,F,6,,,,,,,,,
2002,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,غیر مواطن,Acute Myocardial Infarction,Non-Citizen,ذ,M,23,,,,,,,,,
2002,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,غیر مواطن,Acute Myocardial Infarction,Non-Citizen,ا,F,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,احتشاء حاد فى عضلة القلب,جملة,Acute Myocardial Infarction,Total,جملة,Total,38,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض اوعیه المخ الوعائیة,مواطن,Cerebrovascular Disease,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض اوعیه المخ الوعائیة,مواطن,Cerebrovascular Disease,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض اوعیه المخ الوعائیة,غیر مواطن,Cerebrovascular Disease,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض اوعیه المخ الوعائیة,غیر مواطن,Cerebrovascular Disease,Non-Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض اوعیه المخ الوعائیة,جملة,Cerebrovascular Disease,Total,جملة,Total,3,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تصلب الشرايین,مواطن,Atherosclerosis,Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تصلب الشرايین,مواطن,Atherosclerosis,Citizen,ا,F,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تصلب الشرايین,غیر مواطن,Atherosclerosis,Non-Citizen,ذ,M,3,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تصلب الشرايین,غیر مواطن,Atherosclerosis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تصلب الشرايین,جملة,Atherosclerosis,Total,جملة,Total,7,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض القلب الاخرى,مواطن,Other Cardiovascular Diseases,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض القلب الاخرى,مواطن,Other Cardiovascular Diseases,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض القلب الاخرى,غیر مواطن,Other Cardiovascular Diseases,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض القلب الاخرى,غیر مواطن,Other Cardiovascular Diseases,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض القلب الاخرى,جملة,Other Cardiovascular Diseases,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب رئوي,مواطن,Pneumonia,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب رئوي,مواطن,Pneumonia,Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب رئوي,غیر مواطن,Pneumonia,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب رئوي,غیر مواطن,Pneumonia,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب رئوي,جملة,Pneumonia,Total,جملة,Total,3,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انفلونزا,مواطن,Influenza,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انفلونزا,مواطن,Influenza,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انفلونزا,غیر مواطن,Influenza,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انفلونزا,غیر مواطن,Influenza,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,انفلونزا,جملة,Influenza,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,مواطن,"Bronchitis, Emphysema, and Asthma",Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,مواطن,"Bronchitis, Emphysema, and Asthma",Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,غیر مواطن,"Bronchitis, Emphysema, and Asthma",Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,غیر مواطن,"Bronchitis, Emphysema, and Asthma",Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الشعب او انتفاخ الرئــــــة او الربو,جملة,"Bronchitis, Emphysema, and Asthma",Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض جھاز تنفسي اخرى,مواطن,Other Respiratory Diseases,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض جھاز تنفسي اخرى,مواطن,Other Respiratory Diseases,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض جھاز تنفسي اخرى,غیر مواطن,Other Respiratory Diseases,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض جھاز تنفسي اخرى,غیر مواطن,Other Respiratory Diseases,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,امراض جھاز تنفسي اخرى,جملة,Other Respiratory Diseases,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,مواطن,Ulcer of Stomach and Duodenum,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,مواطن,Ulcer of Stomach and Duodenum,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,غیر مواطن,Ulcer of Stomach and Duodenum,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,غیر مواطن,Ulcer of Stomach and Duodenum,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,قرحة بالمعدة او الاثنى عشر,جملة,Ulcer of Stomach and Duodenum,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الذائدة الدودية ,مواطن,Appendicitis,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الذائدة الدودية ,مواطن,Appendicitis,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الذائدة الدودية ,غیر مواطن,Appendicitis,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الذائدة الدودية ,غیر مواطن,Appendicitis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الذائدة الدودية ,جملة,Appendicitis,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,مواطن,Chronic Liver Diseases and Cirrhosis,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,مواطن,Chronic Liver Diseases and Cirrhosis,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,غیر مواطن,Chronic Liver Diseases and Cirrhosis,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,غیر مواطن,Chronic Liver Diseases and Cirrhosis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,مرض الكبد المزمن وتشمع الكبد,جملة,Chronic Liver Diseases and Cirrhosis,Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,غیر مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,غیر مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,التھاب الكلیة والمتلازمة الكلوية و الكلاء,جملة,Nephritis Nephrotic Syndrome and Nephrosis,Total,جملة,Total,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تضخم البروستاتا,مواطن,Hyperplasia of the Prostate,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تضخم البروستاتا,مواطن,Hyperplasia of the Prostate,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تضخم البروستاتا,غیر مواطن,Hyperplasia of the Prostate,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تضخم البروستاتا,غیر مواطن,Hyperplasia of the Prostate,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,تضخم البروستاتا,جملة,Hyperplasia of the Prostate,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاجھاض,مواطن,Abortion,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاجھاض,مواطن,Abortion,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاجھاض,غیر مواطن,Abortion,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاجھاض,غیر مواطن,Abortion,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاجھاض,جملة,Abortion,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,مواطن,Direct Obstetric Deaths,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,مواطن,Direct Obstetric Deaths,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,غیر مواطن,Direct Obstetric Deaths,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,غیر مواطن,Direct Obstetric Deaths,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,وفیات تتعلق مباشرة بالحمل و الولادة,جملة,Direct Obstetric Deaths,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العیوب الخلقیة,مواطن,Congenital Anomalies,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العیوب الخلقیة,مواطن,Congenital Anomalies,Citizen,ا,F,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العیوب الخلقیة,غیر مواطن,Congenital Anomalies,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العیوب الخلقیة,غیر مواطن,Congenital Anomalies,Non-Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العیوب الخلقیة,جملة,Congenital Anomalies,Total,جملة,Total,4,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوالى الولادة,مواطن,Certain Conditions Originating in the Perinatal Period,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوالى الولادة,مواطن,Certain Conditions Originating in the Perinatal Period,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوالى الولادة,غیر مواطن,Certain Conditions Originating in the Perinatal Period,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوالى الولادة,غیر مواطن,Certain Conditions Originating in the Perinatal Period,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,حالات معینة تنشأ فى الفترة حوالى الولادة,جملة,Certain Conditions Originating in the Perinatal Period,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,مواطن,Birth Trauma,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,مواطن,Birth Trauma,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,غیر مواطن,Birth Trauma,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,غیر مواطن,Birth Trauma,Non-Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,اصابة اثناء الولادة  - رض المولود,جملة,Birth Trauma,Total,جملة,Total,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Citizen,ذ,M,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Citizen,ا,F,2,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,غیر مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Non-Citizen,ذ,M,12,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,غیر مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Non-Citizen,ا,F,1,,,,,,,,,
2002,الغربیـــــــــه,Western Region,العـــلامــــات والاعراض و الحالات غیر المحددة,جملة,"Signs, Symptoms, and Ill-Defined Conditions",Total,جملة,Total,17,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,مواطن,Injuries and Poisonings,Citizen,ذ,M,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,مواطن,Injuries and Poisonings,Citizen,ا,F,0,,,,,,,,,
2002,الغربیـــــــــه,Western Region,الاصـــــابات والتسمم,غیر مواطن,Injuries and Poisonings,Non-Citizen,ذ,M,1,,,,,,,,,
