Year,Region_AR,Region_EN,Birth_Status_AR,Birth_Status_EN,Nationality_AR,Nationality_EN,Delivery_Condition_AR,Delivery_Condition_EN,Delivery_Method_AR,Delivery_Method_EN,Births,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vac Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,1,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,-,-,الجملة,Total,21,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,28,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,1,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,2,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,1,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,32,,,,,,,,,,,,,,,,,,,,
2002,الشارقة,Sharjah,ولادة جنين ميت,Stillbirth,الجملة,Total,الجملة,Total,الجملة,Total,53,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,535,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,4,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,11,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,78,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,مواطن,Citizen,الجملة,Total,الجملة,Total,628,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,1308,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,11,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,29,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,214,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,"1,562",,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,المواليد الأحياء,Livebirth,الجملة,Total,الجملة,Total,الجملة,Total,"2,190",,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,1,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vac Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,مواطن,Citizen,-,-,الجملة,Total,1,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,12,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,12,,,,,,,,,,,,,,,,,,,,
2002,عجمان,Ajman,ولادة جنين ميت,Stillbirth,الجملة,Total,الجملة,Total,الجملة,Total,13,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,280,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,3,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,4,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,58,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,1,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,مواطن,Citizen,الجملة,Total,الجملة,Total,346,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,259,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,3,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,8,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,73,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,343,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,المواليد الأحياء,Livebirth,الجملة,Total,الجملة,Total,الجملة,Total,689,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,2,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vac Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,1,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,-,-,الجملة,Total,3,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,3,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,3,,,,,,,,,,,,,,,,,,,,
2002,أم القيوين,U.A.Q.,ولادة جنين ميت,Stillbirth,الجملة,Total,الجملة,Total,الجملة,Total,6,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,1836,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,28,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,28,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,1,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,159,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,16,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,مواطن,Citizen,الجملة,Total,الجملة,Total,"2,068",,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,981,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,13,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,11,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,4,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,140,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,5,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,"1,154",,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,المواليد الأحياء,Livebirth,الجملة,Total,الجملة,Total,الجملة,Total,"3,222",,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,11,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vac Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,2,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,مواطن,Citizen,-,-,الجملة,Total,13,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,9,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,1,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,1,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,11,,,,,,,,,,,,,,,,,,,,
2002,رأس الخيمة,R.A.K.,ولادة جنين ميت,Stillbirth,الجملة,Total,الجملة,Total,الجملة,Total,24,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,988,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,12,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,4,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,2,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,149,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,22,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,11,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,مواطن,Citizen,الجملة,Total,الجملة,Total,"1,188",,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,442,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,1,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,1,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,117,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,15,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,2,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,578,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,المواليد الأحياء,Livebirth,الجملة,Total,الجملة,Total,الجملة,Total,"1,766",,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,16,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,شفط,Vac Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,قیصرية,Caesarean,1,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,مواطن,Citizen,-,-,الجملة,Total,17,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,رأسي,Vertex,4,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,طبیعیة,Spontaneous,مقعدة,Breech,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,شفط,Vacuum Extraction,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,جفت,Forceps,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,قیصرية,Caesarean,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اخري,Other,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,بتدخل,Assisted,اكثر من طريقة,More than One Method,0,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,غیر مواطن,Non-Citizen,الجملة,Total,الجملة,Total,4,,,,,,,,,,,,,,,,,,,,
2002,الفجيرة,Fujairah,ولادة جنين ميت,Stillbirth,الجملة,Total,الجملة,Total,الجملة,Total,21,,,,,,,,,,,,,,,,,,,,
2002,الجملة,Total,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,رأسي,Vertex,7724,,,,,,,,,,,,,,,,,,,,
2002,الجملة,Total,المواليد الأحياء,Livebirth,مواطن,Citizen,طبیعیة,Spontaneous,مقعدة,Breech,78,,,,,,,,,,,,,,,,,,,,
